Image,Neighborhood,CD3pCD8nPD1n,CD3pCD8nPD1p,CD3pCD8pPD1n,CD68pPDL1n,CD68pPDL1p,CD3pCD8pPD1p,CD79ApCD20p,CD79ApCD20n,CD3nPD1p,LMA
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_36,30,118,6,1,61,37,113,18,15,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_37,3,9,11,1,13,9,7,12,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_38,2,5,2,0,4,1,3,3,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_39,8,27,12,0,50,12,17,8,2,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_4,11,13,7,0,23,3,8,3,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_40,2,4,3,0,2,3,4,1,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_41,9,16,3,0,27,12,7,18,2,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_42,4,1,0,0,10,1,8,4,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_43,2,7,4,0,6,4,1,1,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_44,0,1,7,0,4,7,2,0,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_45,9,42,39,0,28,29,22,10,1,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_46,4,2,4,0,4,7,0,2,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_47,2,26,1,0,19,5,8,11,5,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_48,1,7,4,0,0,7,2,0,3,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_49,0,7,7,0,5,2,2,7,3,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_5,6,9,8,0,4,7,17,26,1,6
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_50,2,2,9,0,20,5,11,4,1,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_51,2,4,0,0,7,5,0,1,2,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_52,3,9,1,0,11,2,9,3,2,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_53,2,2,1,0,2,2,8,2,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_54,0,1,0,0,13,0,2,0,0,5
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_55,0,1,0,0,10,1,1,5,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_56,6,11,0,0,10,9,3,4,4,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_57,2,4,0,0,4,2,3,5,0,6
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_58,9,10,9,0,13,6,13,4,2,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_59,1,4,4,0,6,2,0,0,1,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_6,6,4,4,0,13,5,6,5,2,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_60,2,2,3,0,7,4,0,0,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_61,5,6,3,0,2,4,0,0,0,2
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_62,1,5,4,0,2,4,0,0,1,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_63,1,1,1,0,10,3,0,1,0,5
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_64,0,16,0,0,12,4,5,14,9,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_65,1,2,9,0,3,4,0,0,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_66,1,22,4,0,4,11,1,0,1,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_67,3,3,1,0,2,1,0,10,0,6
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_68,1,1,0,1,10,2,1,1,0,5
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_69,0,10,0,0,3,1,3,1,2,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_7,0,0,0,0,13,4,2,1,0,5
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_70,11,3,1,1,18,3,2,14,0,6
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_71,0,1,1,0,11,0,4,2,1,5
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_72,3,5,3,2,3,10,6,0,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_73,0,2,4,0,1,5,3,8,0,6
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_74,3,1,1,0,5,0,3,5,0,6
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_75,0,2,8,0,2,6,0,1,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_76,3,11,0,0,12,6,3,4,1,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_77,0,3,1,2,2,5,2,0,1,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_78,1,2,0,0,5,2,1,6,0,6
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_79,4,1,3,0,4,3,1,1,2,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_8,1,1,0,0,3,1,6,24,0,6
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_80,0,6,0,0,3,1,4,0,2,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_81,1,2,3,0,2,6,0,3,1,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_82,0,6,0,0,7,2,1,0,0,5
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_83,1,4,5,0,2,13,0,0,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_84,1,5,8,0,4,2,4,0,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_85,0,4,5,0,3,9,0,8,7,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_86,3,4,7,0,13,3,2,6,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_87,3,20,26,0,16,14,10,8,4,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_88,7,11,1,0,9,4,4,5,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_89,2,7,1,0,9,7,5,1,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_9,2,4,0,0,13,3,9,0,1,5
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_90,0,4,2,0,4,4,6,0,3,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_91,0,4,1,0,7,5,2,0,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_92,0,4,0,0,3,1,2,6,0,6
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_93,4,36,1,0,22,9,44,4,5,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_94,1,2,0,0,5,1,2,0,6,5
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_95,2,5,2,0,0,3,6,22,0,6
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_96,1,7,1,1,3,3,7,6,0,6
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_97,1,1,1,1,4,4,4,2,0,1
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_98,2,11,3,0,9,3,6,23,4,6
"155(ROV)_[15716,42994]_component_data.tif - resolution #1",Cluster_99,1,3,1,0,11,7,1,0,5,1
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_1,60,43,22,0,38,22,22,27,0,1
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_10,10,3,0,0,11,1,0,0,0,1
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_11,5,3,4,1,6,0,0,0,0,1
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_12,4,6,3,0,5,4,0,4,0,1
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_13,3,1,1,1,7,3,1,5,0,6
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_14,1,10,0,0,18,4,6,1,0,5
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_15,11,13,0,0,5,2,13,0,0,1
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_16,8,3,0,0,16,0,1,2,1,5
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_17,4,8,4,0,4,4,1,1,0,1
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_18,2,0,2,0,2,4,0,7,0,6
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_19,9,9,10,1,6,2,8,10,0,1
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_2,20,15,4,0,9,1,3,0,0,1
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_20,3,4,4,0,8,3,0,4,0,1
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_21,2,3,3,0,6,9,2,1,0,1
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_22,3,5,2,0,5,5,3,2,0,1
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_23,1,0,0,1,18,0,0,1,0,5
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_24,2,5,1,0,23,1,2,1,1,5
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_25,11,1,2,0,4,5,0,4,0,2
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_26,11,0,1,0,1,6,0,0,0,2
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_27,0,2,2,0,4,2,3,8,0,6
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_28,5,2,9,0,6,2,3,11,0,6
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_29,4,5,3,0,1,2,4,5,0,6
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_3,4,7,1,0,3,5,0,1,1,1
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_30,3,6,1,0,9,1,2,8,1,6
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_31,12,11,3,0,8,3,1,7,0,6
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_32,8,19,3,0,15,16,3,3,1,1
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_33,4,5,1,0,10,0,3,1,0,1
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_34,9,3,1,0,4,5,0,6,0,2
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_35,10,8,1,0,5,2,4,3,1,1
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_36,18,37,17,0,15,20,32,18,2,1
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_37,12,7,9,2,6,13,4,6,1,1
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_38,10,7,0,0,20,2,0,0,0,1
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_39,6,9,12,0,11,10,10,4,0,1
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_4,2,9,0,0,2,4,7,1,0,1
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_40,9,13,5,0,8,4,8,5,0,1
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_41,7,2,1,0,1,2,0,8,0,2
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_42,5,6,12,0,1,10,3,2,0,1
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_43,2,2,1,0,55,2,0,3,0,5
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_44,0,0,0,0,13,0,2,2,0,5
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_5,11,9,1,1,13,8,9,2,1,1
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_6,3,0,8,0,3,1,1,0,0,1
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_7,12,21,4,0,9,3,9,2,1,1
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_8,2,6,0,0,5,1,3,0,0,1
"155(ROV)_[18509,38806]_component_data.tif - resolution #1",Cluster_9,7,4,0,0,3,4,1,0,1,2
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_1,15,14,1,0,7,9,6,8,2,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_10,3,4,1,0,5,2,0,9,0,6
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_11,13,6,2,0,5,4,2,0,0,2
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_12,30,36,16,0,74,16,21,21,0,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_13,4,5,5,0,2,3,4,10,0,6
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_14,7,9,7,0,8,11,5,3,0,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_15,2,8,15,0,5,13,6,3,0,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_16,2,3,6,0,11,11,0,18,0,6
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_17,22,21,6,0,17,9,27,22,0,6
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_18,3,8,0,0,0,0,4,1,0,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_19,4,4,12,0,1,3,1,8,1,3
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_2,16,15,15,0,25,12,3,27,0,6
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_20,4,3,0,0,9,1,1,2,0,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_21,18,13,23,1,3,13,5,38,0,6
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_22,4,0,3,0,3,0,0,9,0,6
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_23,0,1,9,0,18,0,1,5,0,5
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_24,0,2,0,0,14,0,0,3,0,5
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_25,1,4,4,0,7,0,0,6,0,6
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_26,6,4,8,0,1,5,8,1,0,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_27,1,0,2,1,1,0,2,12,0,6
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_28,6,11,5,0,10,3,2,10,0,6
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_29,2,6,2,0,1,3,1,2,0,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_3,0,0,3,0,6,3,2,11,0,6
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_30,7,5,0,0,7,1,4,6,0,6
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_31,1,3,0,0,5,2,1,6,0,6
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_32,3,6,0,0,18,0,0,1,0,5
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_33,4,7,0,0,17,2,0,0,0,5
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_34,0,1,7,0,15,5,5,5,0,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_35,1,1,2,0,8,0,4,2,0,5
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_36,6,12,9,0,5,0,21,12,0,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_37,0,0,1,0,15,1,0,0,0,5
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_38,7,8,1,0,2,2,5,14,0,6
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_39,2,10,5,0,32,6,2,9,0,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_4,2,2,1,1,3,4,1,6,0,6
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_40,14,22,4,0,14,7,32,7,1,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_41,1,1,2,0,5,2,5,4,0,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_42,4,1,1,0,6,4,0,2,0,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_43,4,8,0,0,3,0,6,0,0,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_44,1,8,2,0,6,9,3,6,0,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_45,3,1,0,0,4,1,5,2,0,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_46,0,6,15,0,4,1,0,1,0,3
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_47,1,3,4,0,1,2,8,0,1,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_48,1,6,2,0,3,1,3,0,1,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_49,1,20,5,0,6,1,14,0,3,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_5,1,5,0,0,6,3,2,2,0,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_50,4,1,4,0,12,1,2,4,0,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_51,6,6,0,0,14,2,0,1,0,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_52,5,2,1,0,11,3,3,10,0,6
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_53,2,2,1,0,3,2,0,12,0,6
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_54,3,6,0,0,7,1,3,1,1,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_55,0,2,1,0,9,3,6,0,1,5
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_56,0,6,2,0,21,7,5,0,0,5
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_57,5,4,0,1,8,0,6,6,0,6
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_58,10,15,2,0,10,2,3,9,0,6
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_59,7,24,6,0,19,9,19,1,5,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_6,2,2,2,1,7,0,5,7,0,6
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_60,5,1,3,0,3,1,2,5,0,6
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_61,6,6,0,0,34,4,1,7,0,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_62,0,1,3,1,8,2,0,0,1,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_63,1,13,1,0,6,0,19,0,0,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_64,0,0,0,0,25,2,6,3,0,5
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_7,2,4,4,0,5,1,3,2,1,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_8,3,2,0,0,5,2,5,0,0,1
"155(ROV)_[18509,40900]_component_data.tif - resolution #1",Cluster_9,9,8,0,0,1,2,0,1,0,1
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_1,8,5,4,0,6,0,11,2,1,1
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_10,7,3,1,0,1,2,0,1,1,1
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_11,0,2,2,0,4,2,0,6,0,6
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_12,2,0,6,1,0,2,6,3,0,2
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_13,0,2,5,0,11,1,0,1,0,5
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_14,10,15,7,0,28,10,11,15,0,1
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_15,0,1,0,0,24,9,1,1,0,5
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_16,3,10,2,0,10,3,4,5,0,1
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_17,1,0,1,1,12,0,1,3,0,5
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_18,4,1,6,0,9,4,3,0,0,1
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_19,3,22,2,0,5,2,15,1,1,1
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_2,9,23,2,0,24,10,18,21,2,6
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_20,7,3,8,0,11,12,1,0,0,1
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_21,4,3,0,0,7,1,0,1,0,1
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_22,1,5,2,0,2,2,13,0,0,1
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_23,12,24,7,0,27,8,13,6,2,1
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_24,5,6,3,0,4,6,14,1,0,1
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_25,7,8,4,0,23,8,11,4,0,1
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_26,5,11,18,0,28,12,12,12,0,1
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_27,6,2,8,0,4,2,6,1,0,2
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_28,1,3,2,0,6,0,4,3,0,1
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_29,4,2,9,0,5,1,2,15,0,6
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_3,2,2,2,0,13,1,3,7,0,1
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_30,0,0,2,0,0,1,4,10,0,6
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_31,5,3,4,0,9,3,1,13,1,6
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_32,0,5,5,0,5,3,0,0,0,1
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_33,2,2,1,0,8,2,3,2,0,1
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_34,2,2,0,0,5,1,8,9,0,6
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_35,3,1,0,0,5,0,5,5,0,6
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_36,1,1,5,0,6,2,1,2,1,1
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_4,6,11,1,0,15,2,21,2,4,1
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_5,3,0,2,0,7,2,1,1,0,1
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_6,5,4,0,0,5,1,0,0,3,1
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_7,2,2,0,0,2,0,3,5,3,6
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_8,7,13,0,0,10,4,4,3,0,1
"155(ROV)_[18509,42994]_component_data.tif - resolution #1",Cluster_9,17,7,1,0,26,0,16,9,0,1
"33 (NS)_[10275,38720]_component_data.tif - resolution #1",Cluster_1,9,4,1,0,15,2,0,1,0,5
"33 (NS)_[10275,38720]_component_data.tif - resolution #1",Cluster_10,4,4,1,0,6,0,0,7,0,6
"33 (NS)_[10275,38720]_component_data.tif - resolution #1",Cluster_11,2,3,5,0,9,1,0,11,0,6
"33 (NS)_[10275,38720]_component_data.tif - resolution #1",Cluster_12,3,3,2,2,12,0,0,3,0,1
"33 (NS)_[10275,38720]_component_data.tif - resolution #1",Cluster_13,11,10,5,0,43,7,4,12,0,1
"33 (NS)_[10275,38720]_component_data.tif - resolution #1",Cluster_14,6,5,4,2,22,1,0,14,0,1
"33 (NS)_[10275,38720]_component_data.tif - resolution #1",Cluster_15,7,3,0,0,7,0,0,0,0,1
"33 (NS)_[10275,38720]_component_data.tif - resolution #1",Cluster_16,29,13,12,2,21,3,1,4,0,1
"33 (NS)_[10275,38720]_component_data.tif - resolution #1",Cluster_17,0,4,1,0,13,1,1,0,0,5
"33 (NS)_[10275,38720]_component_data.tif - resolution #1",Cluster_18,4,4,3,0,9,4,3,0,0,1
"33 (NS)_[10275,38720]_component_data.tif - resolution #1",Cluster_19,6,1,0,0,6,0,1,2,0,1
"33 (NS)_[10275,38720]_component_data.tif - resolution #1",Cluster_2,5,4,2,0,2,1,0,4,1,6
"33 (NS)_[10275,38720]_component_data.tif - resolution #1",Cluster_20,6,3,0,0,6,2,1,1,0,1
"33 (NS)_[10275,38720]_component_data.tif - resolution #1",Cluster_21,2,5,1,0,4,1,0,5,0,6
"33 (NS)_[10275,38720]_component_data.tif - resolution #1",Cluster_22,1,0,1,0,8,0,0,8,0,1
"33 (NS)_[10275,38720]_component_data.tif - resolution #1",Cluster_3,2,4,2,0,10,0,0,1,3,5
"33 (NS)_[10275,38720]_component_data.tif - resolution #1",Cluster_4,1,3,2,0,9,1,2,0,2,5
"33 (NS)_[10275,38720]_component_data.tif - resolution #1",Cluster_5,7,7,3,0,10,0,0,4,0,1
"33 (NS)_[10275,38720]_component_data.tif - resolution #1",Cluster_6,16,6,8,3,8,0,0,4,0,1
"33 (NS)_[10275,38720]_component_data.tif - resolution #1",Cluster_7,13,6,3,1,10,0,1,0,0,1
"33 (NS)_[10275,38720]_component_data.tif - resolution #1",Cluster_8,2,2,6,1,8,2,0,0,0,1
"33 (NS)_[10275,38720]_component_data.tif - resolution #1",Cluster_9,5,0,2,0,8,1,2,4,0,1
"33 (NS)_[10275,40814]_component_data.tif - resolution #1",Cluster_1,6,2,3,2,4,2,1,0,0,2
"33 (NS)_[10275,40814]_component_data.tif - resolution #1",Cluster_10,8,1,6,2,24,0,1,51,0,6
"33 (NS)_[10275,40814]_component_data.tif - resolution #1",Cluster_11,11,3,4,1,10,4,0,6,0,1
"33 (NS)_[10275,40814]_component_data.tif - resolution #1",Cluster_12,5,3,2,0,8,0,0,4,0,1
"33 (NS)_[10275,40814]_component_data.tif - resolution #1",Cluster_13,39,8,11,1,3,5,1,16,1,2
