Image,Neighborhood,CD3pCD8nPD1n,CD3pCD8nPD1p,CD3pCD8pPD1n,CD68pPDL1n,CD68pPDL1p,CD3pCD8pPD1p,CD79ApCD20p,CD79ApCD20n,CD3nPD1p,LMA
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_22,2,0,16,17,5,0,0,1,0,4
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_23,7,1,119,8,3,3,9,3,0,3
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_24,3,1,17,7,4,0,3,3,0,3
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_25,6,0,7,6,2,0,1,10,0,6
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_26,0,0,9,16,3,0,0,0,0,4
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_27,2,1,6,2,0,1,2,2,1,3
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_28,0,0,1,6,9,0,0,0,0,5
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_29,0,0,5,3,0,0,1,4,4,3
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_3,58,19,596,76,396,84,36,40,23,1
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_30,11,1,48,1,0,2,2,0,0,3
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_31,1,0,9,6,0,0,0,0,0,3
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_32,1,0,11,11,4,0,0,1,0,4
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_33,1,0,19,9,8,0,0,0,0,3
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_34,7,0,69,141,2,0,2,0,1,4
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_35,0,0,9,30,2,0,0,1,0,4
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_36,0,0,3,94,3,0,0,0,1,4
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_37,0,0,16,11,0,3,1,9,0,3
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_38,0,0,15,6,1,0,0,3,2,3
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_39,0,0,13,32,0,1,0,0,0,4
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_4,1,0,7,3,0,0,1,7,0,6
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_40,4,0,15,9,0,0,0,0,0,3
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_41,1,0,15,8,0,0,1,0,0,3
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_42,2,0,40,9,12,2,1,1,0,3
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_43,0,0,12,10,1,0,1,0,0,3
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_44,1,2,10,14,10,0,0,2,0,4
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_45,1,0,14,0,0,1,0,0,0,3
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_46,2,0,15,13,0,0,0,0,0,4
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_47,17,1,131,133,6,0,14,1,0,4
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_48,1,0,8,20,0,0,0,0,0,4
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_49,0,0,30,11,0,0,1,0,0,3
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_5,5,0,7,6,0,0,1,0,0,3
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_50,7,2,390,182,50,49,19,2,7,3
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_51,1,0,10,5,0,0,0,0,0,3
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_52,0,0,5,13,0,0,3,0,0,4
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_53,8,1,90,62,4,3,2,0,1,3
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_54,1,1,5,12,0,0,1,0,0,4
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_55,0,0,10,15,0,0,0,0,0,4
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_56,1,0,12,4,0,0,0,0,0,3
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_57,2,0,15,17,1,0,0,0,0,4
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_58,1,1,19,5,0,0,3,1,0,3
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_59,0,0,9,9,0,0,0,0,0,4
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_6,19,1,255,20,2,8,30,1,2,3
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_60,1,0,8,7,0,0,0,0,0,4
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_61,0,0,11,4,6,0,0,0,0,3
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_62,3,1,16,36,19,0,0,0,0,4
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_63,4,0,16,18,7,0,3,0,0,3
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_64,0,0,2,18,1,0,0,0,0,4
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_65,1,0,15,2,6,0,2,0,0,3
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_66,1,0,42,6,5,0,0,0,0,3
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_67,3,0,4,16,1,0,0,0,0,4
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_68,3,0,4,10,0,1,0,0,0,4
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_69,1,0,9,6,0,0,0,0,0,3
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_7,0,0,9,8,0,0,0,0,0,4
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_70,0,0,8,27,0,0,0,0,0,4
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_71,1,0,8,16,5,1,0,0,0,4
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_72,2,0,73,20,19,6,2,0,0,3
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_73,0,0,0,18,0,0,0,0,0,4
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_74,0,0,0,18,0,0,0,0,0,4
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_75,0,0,1,33,2,0,0,0,0,4
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_8,1,0,8,9,0,1,0,0,0,4
"036 (NS)_[16347,42523]_component_data.tif - resolution #1",Cluster_9,3,0,9,1,0,1,2,4,1,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_1,2,0,8,7,0,0,0,0,0,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_10,1,0,14,6,6,0,0,1,1,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_11,0,0,16,10,3,1,0,0,0,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_12,0,0,6,9,0,0,0,0,1,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_13,0,0,6,19,0,0,0,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_14,4,2,20,21,0,1,1,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_15,9,2,91,33,18,17,1,0,12,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_16,4,2,22,34,1,3,2,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_17,0,0,0,14,0,0,0,2,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_18,6,0,6,5,0,0,0,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_19,0,0,6,12,0,0,6,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_2,9,0,4,5,0,0,2,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_20,5,0,18,12,0,0,0,0,0,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_21,1,0,29,51,18,0,3,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_22,4,0,6,11,0,0,0,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_23,0,0,3,18,0,0,0,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_24,0,0,2,17,0,0,0,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_25,0,0,1,24,0,0,0,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_26,0,0,0,16,0,0,0,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_27,4,0,29,6,7,0,0,0,0,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_28,0,0,6,35,0,0,0,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_29,6,1,10,13,3,0,2,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_3,0,0,8,26,0,0,2,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_30,1,0,8,14,0,0,2,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_31,0,0,12,27,0,0,0,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_32,4,1,152,16,2,1,9,1,1,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_33,0,0,14,3,2,0,0,0,0,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_34,0,0,11,6,0,0,0,2,0,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_35,4,0,30,37,0,0,2,1,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_36,5,0,46,17,4,1,0,0,0,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_37,0,0,7,9,0,0,0,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_38,3,0,14,11,0,0,1,0,0,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_39,3,0,9,4,4,0,0,0,0,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_4,5,0,24,8,0,1,0,0,0,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_40,0,0,7,10,0,0,2,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_41,2,1,19,2,0,5,0,0,0,1
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_42,7,0,9,7,5,0,2,0,0,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_43,0,0,3,19,0,0,0,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_44,1,0,13,0,0,2,0,0,0,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_45,0,1,13,13,0,0,0,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_46,0,0,11,4,0,0,1,0,0,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_47,2,1,38,16,2,3,4,1,0,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_48,8,1,21,14,1,0,2,0,0,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_49,0,0,3,13,0,0,0,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_5,3,0,31,22,4,1,0,4,0,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_50,3,0,8,11,0,1,0,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_51,5,0,10,2,0,0,1,0,0,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_52,2,0,2,15,0,0,0,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_53,6,0,45,18,0,11,4,0,0,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_54,2,1,12,21,0,0,0,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_55,1,0,39,0,0,0,2,4,1,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_56,1,0,6,19,0,0,0,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_57,0,0,13,9,2,0,1,0,0,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_58,3,1,7,6,1,0,0,0,0,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_59,0,0,30,2,0,0,1,2,0,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_6,7,0,9,46,2,1,0,2,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_60,0,0,27,0,0,1,0,0,0,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_61,2,0,16,122,2,1,0,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_62,2,0,23,5,2,2,0,0,0,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_63,2,1,24,18,0,0,0,0,1,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_64,0,0,2,19,0,0,0,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_65,1,0,13,2,0,1,0,0,1,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_66,0,0,9,31,0,0,0,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_67,1,0,14,2,0,0,1,1,0,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_68,1,0,13,2,0,0,0,4,0,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_69,1,1,16,44,0,0,2,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_7,2,0,6,15,0,0,0,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_70,1,0,8,8,0,1,0,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_71,0,0,37,1,0,1,0,0,0,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_72,0,0,0,19,0,0,0,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_73,0,0,0,12,7,0,0,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_74,0,0,17,0,0,1,1,1,0,3
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_75,1,0,6,1,7,10,2,0,2,1
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_8,0,0,12,17,0,0,0,0,0,4
"036 (NS)_[16962,38335]_component_data.tif - resolution #1",Cluster_9,1,0,6,9,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_1,0,0,0,32,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_10,0,1,12,16,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_11,0,0,3,17,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_12,5,3,30,72,8,1,9,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_13,7,1,1,10,0,0,1,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_14,0,0,31,34,0,2,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_15,4,0,5,15,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_16,0,0,2,21,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_17,0,0,1,15,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_18,1,0,6,18,1,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_19,2,0,2,33,0,0,0,1,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_2,1,0,10,28,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_20,0,0,4,13,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_21,2,0,4,43,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_22,2,1,11,58,2,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_23,0,0,2,49,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_24,0,0,3,16,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_25,1,0,0,16,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_26,4,0,1,13,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_27,0,0,2,20,5,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_28,2,0,7,12,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_29,2,0,1,17,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_3,0,0,9,15,0,0,1,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_30,5,1,11,32,0,0,3,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_31,3,0,15,3,38,0,0,0,1,5
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_32,1,0,4,17,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_33,0,0,3,15,0,0,1,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_34,0,0,5,10,0,0,1,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_35,3,0,6,32,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_36,0,0,1,21,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_37,0,0,3,29,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_38,1,2,2,24,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_39,2,1,3,14,1,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_4,2,0,3,14,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_40,0,0,0,18,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_41,4,2,6,7,3,0,0,0,0,3
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_42,2,0,9,5,26,0,0,0,0,5
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_43,0,0,0,91,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_44,1,0,11,28,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_45,0,0,0,33,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_46,0,0,0,21,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_47,4,0,4,24,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_48,4,0,9,12,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_49,0,0,13,19,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_5,0,0,1,33,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_50,2,0,7,6,1,0,0,0,0,3
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_51,1,0,0,40,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_52,0,0,0,22,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_53,0,0,0,32,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_6,6,0,2,14,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_7,0,0,0,22,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_8,2,0,1,20,0,0,0,0,0,4
"036 (NS)_[9912,34147]_component_data.tif - resolution #1",Cluster_9,0,0,0,15,1,0,0,0,0,4
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_1,0,0,2,45,0,0,0,0,0,4
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_10,2,0,21,26,0,0,0,1,0,4
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_11,0,0,3,24,0,0,0,0,0,4
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_12,0,0,3,25,0,0,0,0,0,4
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_13,0,0,3,124,1,0,0,0,0,4
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_14,0,0,18,9,0,0,0,0,0,3
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_15,2,0,12,1,1,1,1,0,0,3
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_16,0,0,6,10,0,0,0,0,0,4
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_17,6,0,25,26,0,0,1,0,0,4
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_18,3,0,13,48,0,0,1,1,0,4
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_19,0,0,19,1,0,0,0,0,0,3
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_2,0,0,2,28,0,0,0,0,0,4
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_20,1,0,5,10,0,0,0,0,0,4
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_21,1,0,7,18,0,0,0,1,0,4
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_22,3,0,11,4,0,0,0,0,0,3
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_23,0,0,1,17,0,0,0,0,0,4
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_24,1,1,22,42,1,0,0,0,0,4
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_25,1,0,3,14,0,0,0,0,0,4
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_26,3,0,10,26,3,0,0,0,0,4
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_27,0,0,0,67,3,0,0,0,0,4
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_28,2,0,11,8,1,0,0,0,0,3
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_29,2,0,16,15,1,0,0,1,0,4
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_3,0,0,1,22,0,0,0,0,0,4
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_30,0,0,0,16,0,0,0,0,0,4
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_31,2,0,9,4,0,0,0,2,0,3
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_32,1,0,0,24,1,0,0,0,0,4
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_33,1,0,7,38,2,0,0,0,0,4
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_34,2,0,11,3,0,0,0,0,0,3
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_35,0,0,0,30,3,0,0,0,0,4
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_36,0,0,3,36,8,0,0,0,0,4
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_37,0,0,3,19,0,0,0,0,0,4
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_38,1,0,6,13,0,0,0,0,0,4
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_4,10,0,49,17,0,0,0,0,0,3
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_5,3,0,17,11,0,0,0,0,0,3
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_6,3,0,13,3,0,0,3,0,0,3
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_7,0,0,30,52,0,0,0,0,0,4
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_8,7,1,14,28,0,0,0,1,0,4
"036 (NS)_[9912,36241]_component_data.tif - resolution #1",Cluster_9,2,0,15,29,0,0,0,1,0,4
"037(PM)_[17888,39322]_component_data.tif - resolution #1",Cluster_1,0,0,0,3,1,0,8,0,12,7
"037(PM)_[17888,39322]_component_data.tif - resolution #1",Cluster_2,0,0,17,0,2,0,10,0,0,2
"037(PM)_[17888,41416]_component_data.tif - resolution #1",Cluster_1,0,0,0,19,0,0,0,0,0,4
"037(PM)_[17888,41416]_component_data.tif - resolution #1",Cluster_2,1,0,0,17,0,0,0,0,0,4
"037(PM)_[20463,35134]_component_data.tif - resolution #1",Cluster_1,0,0,0,20,0,0,0,0,0,4
"037(PM)_[20463,35134]_component_data.tif - resolution #1",Cluster_2,0,0,0,18,0,0,0,0,0,4
"037(PM)_[20681,41416]_component_data.tif - resolution #1",Cluster_1,0,0,0,19,0,0,0,0,0,4
"037(PM)_[21325,37228]_component_data.tif - resolution #1",Cluster_1,0,0,0,25,0,0,0,0,0,4
"037(PM)_[4873,47147]_component_data.tif - resolution #1",Cluster_1,3,0,15,0,4,1,0,0,0,3
"037(PM)_[4873,47147]_component_data.tif - resolution #1",Cluster_2,0,0,10,0,2,0,7,0,0,2
"037(PM)_[5350,51335]_component_data.tif - resolution #1",Cluster_1,0,0,0,21,0,0,0,0,0,4
"037(PM)_[5722,49241]_component_data.tif - resolution #1",Cluster_1,1,0,0,32,1,0,0,0,0,4
"037(PM)_[5722,49241]_component_data.tif - resolution #1",Cluster_2,0,0,0,37,2,0,0,0,0,4
"037(PM)_[5722,49241]_component_data.tif - resolution #1",Cluster_3,0,0,0,16,0,0,0,0,0,4
"037(PM)_[5722,49241]_component_data.tif - resolution #1",Cluster_4,0,0,18,0,1,0,0,3,0,3
"037(PM)_[6032,53429]_component_data.tif - resolution #1",Cluster_1,0,0,2,45,0,0,0,0,0,4
"037(PM)_[6032,53429]_component_data.tif - resolution #1",Cluster_2,0,0,2,92,0,0,0,0,0,4
"037(PM)_[6032,53429]_component_data.tif - resolution #1",Cluster_3,0,0,0,48,0,0,0,0,0,4
"037(PM)_[6032,53429]_component_data.tif - resolution #1",Cluster_4,0,0,3,13,0,0,0,0,0,4
"037(PM)_[6032,53429]_component_data.tif - resolution #1",Cluster_5,0,0,0,29,0,0,0,0,0,4
"037(PM)_[6032,53429]_component_data.tif - resolution #1",Cluster_6,1,0,0,142,0,0,0,0,0,4
